0,1,3.14E-04,8.00E+05
0,13,3.14E-04,8.00E+05
0,14,3.14E-04,8.00E+05
0,15,3.14E-04,8.00E+05
0,16,3.14E-04,8.00E+05
0,17,3.14E-04,8.00E+05
0,18,3.14E-04,8.00E+05
0,19,3.14E-04,8.00E+05
0,20,3.14E-04,8.00E+05
0,21,3.14E-04,8.00E+05
0,22,3.14E-04,8.00E+05
0,23,3.14E-04,8.00E+05
0,24,3.14E-04,8.00E+05
0,25,3.14E-04,8.00E+05
0,27,3.14E-04,8.00E+05
0,29,3.14E-04,8.00E+05
0,31,3.14E-04,8.00E+05
0,33,3.14E-04,8.00E+05
0,35,3.14E-04,8.00E+05
0,37,3.14E-04,8.00E+05
0,40,3.14E-04,8.00E+05
0,41,3.14E-04,8.00E+05
0,43,3.14E-04,8.00E+05
0,44,3.14E-04,8.00E+05
0,46,3.14E-04,8.00E+05
0,47,3.14E-04,8.00E+05
0,49,3.14E-04,8.00E+05
0,50,3.14E-04,8.00E+05
0,53,3.14E-04,8.00E+05
0,55,3.14E-04,8.00E+05
0,57,3.14E-04,8.00E+05
0,59,3.14E-04,8.00E+05
0,61,3.14E-04,8.00E+05
0,63,3.14E-04,8.00E+05
0,66,3.14E-04,8.00E+05
0,67,3.14E-04,8.00E+05
0,68,3.14E-04,8.00E+05
0,69,3.14E-04,8.00E+05
0,71,3.14E-04,8.00E+05
0,72,3.14E-04,8.00E+05
0,73,3.14E-04,8.00E+05
0,74,3.14E-04,8.00E+05
0,76,3.14E-04,8.00E+05
0,77,3.14E-04,8.00E+05
0,79,3.14E-04,8.00E+05
0,83,3.14E-04,8.00E+05
0,85,3.14E-04,8.00E+05
0,89,3.14E-04,8.00E+05
0,92,3.14E-04,8.00E+05
0,93,3.14E-04,8.00E+05
0,94,3.14E-04,8.00E+05
0,95,3.14E-04,8.00E+05
0,96,3.14E-04,8.00E+05
0,97,3.14E-04,8.00E+05
0,99,3.14E-04,8.00E+05
0,100,3.14E-04,8.00E+05
0,101,3.14E-04,8.00E+05
0,102,3.14E-04,8.00E+05
0,103,3.14E-04,8.00E+05
0,105,3.14E-04,8.00E+05
0,107,3.14E-04,8.00E+05
0,109,3.14E-04,8.00E+05
0,111,3.14E-04,8.00E+05
0,113,3.14E-04,8.00E+05
0,115,3.14E-04,8.00E+05
0,118,3.14E-04,8.00E+05
0,119,3.14E-04,8.00E+05
0,121,3.14E-04,8.00E+05
0,122,3.14E-04,8.00E+05
0,124,3.14E-04,8.00E+05
0,125,3.14E-04,8.00E+05
0,127,3.14E-04,8.00E+05
0,128,3.14E-04,8.00E+05
0,131,3.14E-04,8.00E+05
0,133,3.14E-04,8.00E+05
0,137,3.14E-04,8.00E+05
0,139,3.14E-04,8.00E+05
0,141,3.14E-04,8.00E+05
0,144,3.14E-04,8.00E+05
0,145,3.14E-04,8.00E+05
0,146,3.14E-04,8.00E+05
0,147,3.14E-04,8.00E+05
0,148,3.14E-04,8.00E+05
0,149,3.14E-04,8.00E+05
0,150,3.14E-04,8.00E+05
0,151,3.14E-04,8.00E+05
0,152,3.14E-04,8.00E+05
0,153,3.14E-04,8.00E+05
0,155,3.14E-04,8.00E+05
0,157,3.14E-04,8.00E+05
0,161,3.14E-04,8.00E+05
0,163,3.14E-04,8.00E+05
0,167,3.14E-04,8.00E+05
1,2,3.14E-04,8.00E+05
1,13,3.14E-04,8.00E+05
1,14,3.14E-04,8.00E+05
1,15,3.14E-04,8.00E+05
1,16,3.14E-04,8.00E+05
1,17,3.14E-04,8.00E+05
1,18,3.14E-04,8.00E+05
1,19,3.14E-04,8.00E+05
1,20,3.14E-04,8.00E+05
1,21,3.14E-04,8.00E+05
1,22,3.14E-04,8.00E+05
1,23,3.14E-04,8.00E+05
1,24,3.14E-04,8.00E+05
1,25,3.14E-04,8.00E+05
1,26,3.14E-04,8.00E+05
1,28,3.14E-04,8.00E+05
1,30,3.14E-04,8.00E+05
1,32,3.14E-04,8.00E+05
1,34,3.14E-04,8.00E+05
1,36,3.14E-04,8.00E+05
1,38,3.14E-04,8.00E+05
1,39,3.14E-04,8.00E+05
1,41,3.14E-04,8.00E+05
1,42,3.14E-04,8.00E+05
1,44,3.14E-04,8.00E+05
1,45,3.14E-04,8.00E+05
1,47,3.14E-04,8.00E+05
1,48,3.14E-04,8.00E+05
1,50,3.14E-04,8.00E+05
1,51,3.14E-04,8.00E+05
1,52,3.14E-04,8.00E+05
1,54,3.14E-04,8.00E+05
