0.00000,0.00000,0.00000
0.00000,0.03750,0.00000
0.00000,0.07500,0.00000
0.00000,0.11250,0.00000
0.00000,0.15000,0.00000
0.03750,0.00000,0.00000
0.03750,0.03750,0.00000
0.03750,0.07500,0.00000
0.03750,0.11250,0.00000
0.03750,0.15000,0.00000
0.07500,0.00000,0.00000
0.07500,0.03750,0.00000
0.07500,0.07500,0.00000
0.07500,0.11250,0.00000
0.07500,0.15000,0.00000
0.11250,0.00000,0.00000
0.11250,0.03750,0.00000
0.11250,0.07500,0.00000
0.11250,0.11250,0.00000
0.11250,0.15000,0.00000
0.15000,0.00000,0.00000
0.15000,0.03750,0.00000
0.15000,0.07500,0.00000
0.15000,0.11250,0.00000
0.15000,0.15000,0.00000
